"FAC.","FACILITY NAME","ACTIVITY TYPE","ACTIVITY DATE","S or U","STAFF INITIALS","NOTES","SERVIC_KEY","FAC KEY","FACILITY TYPE","DAYCARE RED VIOLATIONS","REINSPECTION DUE","s_GUID","s_ColLineage","s_Generation","s_Lineage"
"27DCC205","BATES-RICH BEGINNINGS CHILD CARE/WHITNEY RD.","ANNUAL INSPECTION",2012-08-01 0:00:00,"S","GR",,7272,,"DAY CARE CENTER",,,"{386ED690-6E20-4C17-8141-7B582856D788}",,267,
"27DCC12","BATES-RICH BEGINNINGS CHILD CARE/FAIRPORT","ANNUAL INSPECTION",2012-08-01 0:00:00,"S","GR",,7273,,"DAY CARE CENTER",,,"{0DA05C3A-2398-4362-BB70-7A5494A5F95E}",,267,
"27-6600","R.I.T. NTID - TECHGIRLZ & TECHBOYZ","ANNUAL INSPECTION",2012-08-02 0:00:00,"S","PR",,7274,,"CHILDREN'S OVERNIGHT CAMP",,,"{A42FBE99-D08D-4E3E-9467-60B089AE87D4}",,267,
"27-6600a","R.I.T. NTID - DROBOTZ","ANNUAL INSPECTION",2012-08-02 0:00:00,"S","PR",,7275,,"CHILDREN'S DAY CAMP",,,"{473287A4-2C5E-4BEE-BCFF-0BF0AF7259D5}",,267,
"27-6840","GRACE & TRUTH SUMMER'S BEST DAYS","ANNUAL INSPECTION",2012-08-02 0:00:00,"S","PR",,7276,,"CHILDREN'S DAY CAMP",,,"{0E802F29-FC84-4742-B908-B27F9DFDDC17}",,267,
"27DCC10","RICH BEGINNINGS CHILD CARE #1","ANNUAL INSPECTION",2012-08-02 0:00:00,"S","GR",,7277,,"DAY CARE CENTER",,,"{FE89A57A-A0C7-42D2-BEDC-0DC949A6D31C}",,267,
"27DCC21","CHILD TIME/CALKINS","ANNUAL INSPECTION",2012-08-02 0:00:00,"S","GR",,7278,,"DAY CARE CENTER",,,"{7832A82B-00B8-43F2-9D00-1FFD61BA108D}",,267,
"27-7828d","TOWN OF GATES -WESTGATE PARK","PRE-OP INSPECTION",2012-06-19 0:00:00,"S","PR",,7099,,"CHILDREN'S MUNICIPAL DAY CAMP",,,"{40510B16-ADF8-4E63-AE04-141E1A5A9BB3}",,268,
"27-7828a","TOWN OF GATES CAMPS - WALT DISNEY SCHOOL","PRE-OP INSPECTION",2012-06-19 0:00:00,"S","PR",,7100,,"CHILDREN'S MUNICIPAL DAY CAMP",,,"{A7FE1379-B75F-457C-9B50-97670857165D}",,268,
"27-7828b","TOWN OF GATES - MEMORIAL PARK","PRE-OP INSPECTION",2012-06-19 0:00:00,"S","PR",,7101,,"CHILDREN'S DAY CAMP",,,"{1238303A-9E20-4F54-BB26-9E4E611CE139}",,268,
"27-7828c","TOWN OF GATES - LIONS PARK","PRE-OP INSPECTION",2012-06-19 0:00:00,"S","PR",,7102,,"CHILDREN'S DAY CAMP",,,"{FAAA7059-C198-45B6-98EB-883B23FFCB81}",,268,
"27-7828","TOWN OF GATES - WASHINGTON","PRE-OP INSPECTION",2012-06-19 0:00:00,"S","PR",,7103,,"CHILDREN'S DAY CAMP",,,"{6BFA847F-D824-4EC8-8C47-E39AABAB1B37}",,268,
"27-0090","TOWN & COUNTRY MOBILE HOME PARK","PARTIAL INSPECTION",2012-06-20 0:00:00,"S","PR",,7104,,"MOBILE HOME PARK",,,"{96B72FDF-76FA-4051-842D-D55DF1BEE75E}",,268,
"27-0292a","JEWISH COMMUNITY CENTER - THEATER ARTS","PRE-OP INSPECTION",2012-06-20 0:00:00,"S","GR",,7105,,"CHILDREN'S DAY CAMP",,,"{F8CF48D4-E50E-4747-AD93-FF4293882301}",,268,
"27-6550","SWEDEN/CLARKSON REC PLAYGROUND","PRE-OP INSPECTION",2012-06-21 0:00:00,"S","GR",,7106,,"CHILDREN'S MUNICIPAL DAY CAMP",,,"{33B78E18-2EEA-4EF8-A24A-822236799A33}",,268,
"27-6384","TURIN CLUB DAY CAMP","PRE-OP INSPECTION",2012-06-21 0:00:00,"S","GR",,7107,,"CHILDREN'S DAY CAMP",,,"{CBCC04F9-E1E5-47D4-9450-6FA4783C8E24}",,268,
"27-7071","TOWN OF CHILI - GRADES 1-2","PRE-OP INSPECTION",2012-06-22 0:00:00,"S","GR",,7108,,"CHILDREN'S MUNICIPAL DAY CAMP",,,"{5199010F-5A36-47D0-A6D0-9B215D858CFE}",,268,
"27-7071a","TOWN OF CHILI - GRADES 3-4","PRE-OP INSPECTION",2012-06-22 0:00:00,"S","GR",,7109,,"CHILDREN'S MUNICIPAL DAY CAMP",,,"{940C509D-49FA-4A08-982F-287BB6EBA01C}",,268,
"27-7071b","TOWN OF CHILI - GRADES 5-7","PRE-OP INSPECTION",2012-06-22 0:00:00,"S","GR",,7110,,"CHILDREN'S MUNICIPAL DAY CAMP",,,"{97418B8B-F925-452E-8458-6C6151B83950}",,268,
"27-7071c","TOWN OF CHILI - Nature Camp","PRE-OP INSPECTION",2012-06-22 0:00:00,"S","GR",,7111,,"CHILDREN'S MUNICIPAL DAY CAMP",,,"{C85BDC57-66C9-4C5D-812F-6CA6C7DD8A80}",,268,
"27-1294","SUPER 8 MOTEL","PARTIAL INSPECTION",2012-06-22 0:00:00,"S","PR",,7112,,"HOTEL/MOTEL",,,"{15DE3863-409D-49DA-8DEE-A36675FE807C}",,268,
"27-5040","TOWN OF IRONDEQUOIT EASTMAN -THEME GRADE 1-3","PRE-OP INSPECTION",2012-06-22 0:00:00,"S","PR",,7113,,"CHILDREN'S MUNICIPAL DAY CAMP",,,"{BFA7E70C-D5EC-48A6-8D5E-CC0CEAFD64E2}",,268,
"27-5065","TOWN OF IRONDEQUOIT - WOODCRAFT","PRE-OP INSPECTION",2012-06-22 0:00:00,"S","PR",,7114,,"CHILDREN'S MUNICIPAL DAY CAMP",,,"{82EE31AD-F863-4785-9B57-80CE17DEFE86}",,268,
"27-5040a","TOWN OF IRONDEQUOIT EASTMAN -THEME GRADE 4-6","PRE-OP INSPECTION",2012-06-22 0:00:00,"S","PR",,7115,,"CHILDREN'S MUNICIPAL DAY CAMP",,,"{E81FA0C7-AE49-407C-BFD1-21D9E5CBBF7B}",,268,
"27-5040b","TOWN OF IRONDEQUOIT CAMP EASTMAN - KINDERGARTEN","PRE-OP INSPECTION",2012-06-22 0:00:00,"S","PR",,7116,,"CHILDREN'S MUNICIPAL DAY CAMP",,,"{91327CF0-2C98-462C-8B56-6FA3AA69CA3C}",,268,
"27-6863","MT. HOPE FAMILY CENTER'S CAMP","PRE-OP INSPECTION",2012-06-22 0:00:00,"S","PR",,7117,,"CHILDREN'S DAY CAMP",,,"{D8242D15-C006-4DB2-B856-3C91A40DA39C}",,268,
"27-5192","MARTIN FARMS MIGRANT LABOR CAMP","PRE-OP INSPECTION",2012-07-17 0:00:00,"S","PR",,7216,,"MIGRANT HOUSING",,,"{EB4CCFDD-7222-45D7-AC47-3297C5D8A3FB}",,268,
"27-6523","INDIA COMMUNITY CENTER","ANNUAL INSPECTION",2012-07-17 0:00:00,"S","PR",,7217,,"TEMPORARY RESIDENCE",,,"{A4977790-8801-4220-B51E-B262E2B1771B}",,268,
"27-6473","HINDU HERITAGE SUMMER CAMP","ANNUAL INSPECTION",2012-07-17 0:00:00,"S","PR",,7218,,"CHILDREN'S OVERNIGHT CAMP",,,"{2F96E2AF-AAEA-4B4C-88C0-17AFE74E74B3}",,268,
"27-7867","SUNY BROCKPORT - SPORTS CAMP","ANNUAL INSPECTION",2012-07-17 0:00:00,"S","PR",,7219,,"CHILDREN'S OVERNIGHT CAMP",,,"{AAC6BB6E-ABE6-4C1A-A9C1-EC291BD4F219}",,268,
"27DCC107","OUR SAVIOR LUTHERAN CHURCH DAY CARE","ANNUAL INSPECTION",2012-09-18 0:00:00,"S","GR",,7375,,"DAY CARE CENTER",,,"{D3617ABD-D49F-4FC2-834E-32828F7A0DF2}",,268,
"27DCC269","TOWN OF WEBSTER PARKS & RECREATION","ANNUAL INSPECTION",2012-09-18 0:00:00,"S","GR",,7376,,"DAY CARE CENTER",,,"{B7909850-7600-444C-80A1-9C8CF602B5BB}",,268,
"27DCC241","KALEIDOSCOPE CARE","PARTIAL INSPECTION",2012-09-20 0:00:00,"S","GR","This day care facility is Closed. No longer in business",7377,,"DAY CARE CENTER",,,"{AEA96262-5987-44A3-B3EF-F172A9385F45}",,269,
"27dcc263","CHILDCARE CENTER @ FAIRPORT BAPTIST","ANNUAL INSPECTION",2012-09-20 0:00:00,"S","PR",,7378,,"DAY CARE CENTER",,,"{3155274F-D7F7-48D5-A7E7-29A5E9ACCF77}",,269,
"27-5127","DOUBLETREE HOTEL ROCHESTER","ANNUAL INSPECTION",2012-09-21 0:00:00,"U","PR",,7379,,"HOTEL/MOTEL",,,"{0DD2E641-0DF6-4AD3-96C0-6713DA173A8C}",,269,
"27DCC86","YMCA CHILDCARE AT LEWIS ST. CENTER","ANNUAL INSPECTION",2012-09-21 0:00:00,"U","GR",,7380,,"DAY CARE CENTER",,,"{E5E3235F-5AB2-4838-AC8B-2DE31C57DC7B}",,269,
"27DCC164","WILSON COMMENCEMENT EARLY LEARNING CENTER","ANNUAL INSPECTION",2012-09-21 0:00:00,"S","GR",,7381,,"DAY CARE CENTER",,,"{07FBE64D-25B9-4CFC-AB22-8065A6CF18D5}",,269,
"27DCC93","MARGARET'S HOUSE - RIT","ANNUAL INSPECTION",2012-09-24 0:00:00,"S","GR",,7382,,"DAY CARE CENTER",,,"{07A2F848-9650-4D63-8750-8DD8B11620DB}",,269,
"27DCC18","CARE A LOT CHILDCARE OF HEN.","ANNUAL INSPECTION",2012-09-24 0:00:00,"S","GR",,7383,,"DAY CARE CENTER",,,"{9770C199-2F2B-4FF0-888A-8C82447239EC}",,269,
"27-0847","HIDDEN CREEK MOBILE HOME PARK","PARTIAL INSPECTION",2012-09-24 0:00:00,"U","PR",,7384,,"MOBILE HOME PARK",,,"{2DDBE688-6851-4A3F-80CE-61B404805AEB}",,269,
"27-4973","BURCH MIGRANT LABOR CAMP","PARTIAL INSPECTION",2012-09-21 0:00:00,"S","PR",,7385,,"MIGRANT HOUSING",,,"{AF6D3C40-83D1-43A5-AC83-C7E6429BA42E}",,269,
"27-6170","HENRIETTA COMFORT SUITES","ANNUAL INSPECTION",2012-09-25 0:00:00,"S","PR",,7386,,"HOTEL/MOTEL",,,"{6D108971-5174-48A1-BB98-DD2886507C29}",,269,
"27DCC19","CARE-A-LOT CHILD CARE","ANNUAL INSPECTION",2012-09-25 0:00:00,"S","GR",,7387,,"DAY CARE CENTER",,,"{7E2FB1FB-FF45-44D7-B259-3DF3887A7535}",,269,
"27-6574","BRIGHTLY FARMS FARMWORKER HOUSING","PARTIAL INSPECTION",2012-09-25 0:00:00,"U","GR",,7388,,"MIGRANT HOUSING",,,"{2B9B3D3C-9744-490F-A774-D15DEED88539}",,269,
"27dcc239","AFTERSCHOOL IN THE PARK","ANNUAL INSPECTION",2012-09-25 0:00:00,"S","PR",,7389,,"DAY CARE CENTER",,,"{B0702F19-3637-4D62-A431-EF64FDF99446}",,269,
"27DCC242","JLU CHILD CARE","ANNUAL INSPECTION",2012-09-26 0:00:00,"S","GR",,7390,,"DAY CARE CENTER",,,"{90ABA70E-A1E6-486B-A886-F102D19BD0BB}",,269,
"27-0672","GATES MOTEL","ANNUAL INSPECTION",2012-09-26 0:00:00,"S","GR",,7391,,"HOTEL/MOTEL",,,"{CC8D032D-E0E0-4AF8-90FC-A013D5A22A89}",,269,
"27-6218","COUNTRY INN & SUITES","PARTIAL INSPECTION",2012-09-26 0:00:00,"S","PR",,7392,,"HOTEL/MOTEL",,,"{E2C2C923-E927-4E32-999A-B18E843D95A6}",,269,
"27-5343","HEBERLE MIGRANT CAMP #3","PARTIAL INSPECTION",2012-09-26 0:00:00,"S","PR",,7393,,"MIGRANT HOUSING",,,"{847B7507-3D5C-41FF-AB4B-5E07C85BEA33}",,269,
"27-6117","CONROW MIGRANT FARMWORKER CAMP","PARTIAL INSPECTION",2012-09-27 0:00:00,"S","GR",,7394,,"MIGRANT HOUSING",,,"{960C09D1-AE6E-418B-80A5-3FD4511984DE}",,269,
"27-7121","CONROW #2 MIGRANT FARMWORKER HOUSING","PARTIAL INSPECTION",2012-09-27 0:00:00,"S","GR",,7395,,"MIGRANT HOUSING",,,"{2717B79E-FBEC-446D-9C95-12F4156A98E0}",,269,
"27-0049","LOCUST GROVE MOBILE HOME PARK","PARTIAL INSPECTION",2012-09-27 0:00:00,"U","PR",,7396,,"MOBILE HOME PARK",,,"{47C73B98-4866-4D80-BDFF-9D869D3166AF}",,269,
"27-5533","LaQUINTA INN","PARTIAL INSPECTION",2012-09-28 0:00:00,"U","PR",,7397,,"HOTEL/MOTEL",,,"{E0F05B09-C146-4505-886D-78ACE28187A3}",,269,
"27-6547","SODOMA FARMS MIGRANT LABOR CAMP","PARTIAL INSPECTION",2012-09-28 0:00:00,"U","PR",,7398,,"MIGRANT HOUSING",,,"{227E9B41-55E5-412B-8868-30F4BEFDF671}",,269,
"27DCC139","ST. JOHN LUTHERAN DAYCARE","ANNUAL INSPECTION",2012-10-01 0:00:00,"S","GR",,7399,,"DAY CARE CENTER",,,"{383891AA-D18E-417F-8C28-9189D1C63553}",,269,
"27-5899","THE WEBSTER LODGE - SUPER 8 MOTEL","COMPLAINT",2012-10-01 0:00:00,"U","GR","An active bed bug infestation exists in room 119. Advised manager to hire an exterminator ASAP. GR",7400,,"HOTEL/MOTEL",,,"{D66C9283-C0FD-4944-8374-D8577CB4E7BD}",,269,
"27-6978","HOMEWOOD SUITES/GREECE","ANNUAL INSPECTION",2012-10-01 0:00:00,"U","PR",,7401,,"HOTEL/MOTEL",,,"{0B7F5D52-BD74-411F-9B59-B72EED1B9651}",,269,
"27DCC267","YMCA OF GREATER ROCHESTER ST. MARTIN LUTHERAN CHUR","1ST REINSPECTION",2012-10-02 0:00:00,"S","GR",,7402,,"SCHOOL AGE",,,"{1703210E-A763-4171-9445-20FD0652C233}",,269,
"27-5964","EXTENDED STAY AMERICA #503","ANNUAL INSPECTION",2012-10-02 0:00:00,"U","GR",,7403,,"HOTEL/MOTEL",,,"{E63131D6-62E9-40AC-9393-FEDDB8B8845F}",,269,
"27-6826","HOLIDAY INN EXPRESS - WEBSTER","ANNUAL INSPECTION",2012-10-02 0:00:00,"U","PR",,7404,,"HOTEL/MOTEL",,,"{0A0CF036-55FE-4124-ABBD-4B211330429F}",,269,
"27DCC195","HILTON COMMUNITY DAY CARE","ANNUAL INSPECTION",2012-10-03 0:00:00,"S","GR",,7405,,"DAY CARE CENTER",,,"{784867C8-36BB-44DE-B049-C1766F5465AE}",,269,
"27DCC146","STORYBOOK/PINNACLE RD.","ANNUAL INSPECTION",2012-10-04 0:00:00,"S","GR",,7406,,"DAY CARE CENTER",,,"{B59971E5-4C10-4DBA-9EF8-88EBCD28F416}",,269,
"27-4959","BRESLAWSKI MIGRANT LABOR CAMP","PARTIAL INSPECTION",2012-10-04 0:00:00,"U","PR",,7407,,"MIGRANT HOUSING",,,"{B89002F5-7F65-46E8-AD4B-8DD69A62A9B2}",,269,
"27DCC86","YMCA CHILDCARE AT LEWIS ST. CENTER","1ST REINSPECTION",2012-10-05 0:00:00,"S","GR",,7408,,"DAY CARE CENTER",,,"{629F5C48-B1FC-4A88-8C04-3FF73B591CBC}",,269,
"27DCC191","PARK AVE. DCC EAST","ANNUAL INSPECTION",2012-10-05 0:00:00,"S","GR",,7409,,"DAY CARE CENTER",,,"{C7AA1998-B6E4-45CD-97CE-BD6CA8B7564A}",,269,
"27DCC249","SUNSHINE VILLAGE DAY CARE","ANNUAL INSPECTION",2012-10-09 0:00:00,"U","GR",,7410,,"DAY CARE CENTER",,,"{348B287C-462C-4545-802D-CAA800CA09EA}",,269,
"27-6547","SODOMA FARMS MIGRANT LABOR CAMP","PARTIAL INSPECTION",2012-11-08 0:00:00,"U","PR","smoke detectors not maintained in building 4 which has gone un-corrected.  Blue violations on: no fire ext. in building 4, leaky sink in bathroom of building 4, dumpsters over flowing",7462,,"MIGRANT HOUSING",,,"{8E9A62F4-AAF3-4A36-B5C1-579C63308E82}",,269,
"27-5952","EXTENDED STAY AMERICA #765","PARTIAL INSPECTION",2012-11-14 0:00:00,"U","PR",,7463,,"HOTEL/MOTEL",,,"{0AC21AF8-FEFB-4DA2-AAD5-2550271C0EDD}",,269,
"27-5457","BRIGHTON COURTYARD BY MARRIOTT","ANNUAL INSPECTION",2012-11-15 0:00:00,"U","GR",,7464,,"HOTEL/MOTEL",,,"{D1C6AE40-72AF-4C9A-824D-2649FEBD9672}",,269,
"27-7780","PLANET FITNESS - GATES","COMPLAINT",2012-11-15 0:00:00,"S","PR","Eyewear privided to patrons either free of charge or patrons are turned away.PR",7465,,"TANNING FACILITY",,,"{5B530799-86B4-42F7-A9B7-BDA86CD7AE61}",,269,
"27-5406","MOTEL 6 - #1221","COMPLAINT",2012-11-15 0:00:00,"U","PR","Bed bugs observed in room 203.  Terminex to be called and room out of service until cleared.PR",7466,,"HOTEL/MOTEL",,,"{DE0266FF-8CD6-45B8-AB97-8255F68512C5}",,269,
"27-7931","VISTA HEIGHTS INN","PARTIAL INSPECTION",2012-11-15 0:00:00,"S","PR",,7467,,"HOTEL/MOTEL",,,"{373490DE-13B0-416B-B483-60E5240BA9F6}",,269,
"27-6547","SODOMA FARMS MIGRANT LABOR CAMP","PARTIAL INSPECTION",2012-11-16 0:00:00,"U","PR","Need type 5BC extinguisher in kitchen area and sink is still leaking in bathroom of building 4.PR",7468,,"MIGRANT HOUSING",,,"{A4CA681C-1D75-4BBB-A63B-C26B070D3BCC}",,269,
"27-0076","SEPTEMBER PLACE MOBILE HOME PARK","PARTIAL INSPECTION",2012-11-16 0:00:00,"S","PR",,7469,,"MOBILE HOME PARK",,,"{3455B56A-4500-4240-8ADC-265AA0B92487}",,269,
"27-4973","BURCH MIGRANT LABOR CAMP","PARTIAL INSPECTION",2012-11-16 0:00:00,"S","GR","The camp is CLOSED for the season",7470,,"MIGRANT HOUSING",,,"{61A18554-C931-482E-A0FA-F38ADBC52E7F}",,269,
"27-0645","RADISSON HOTEL ROCHESTER AIRPORT","ANNUAL INSPECTION",2012-11-19 0:00:00,"U","PR","Need alarm panel inspection and laundry chutes proped open.PR",7471,,"HOTEL/MOTEL",,,"{9288B97B-AA76-4D1E-9E1D-D3201DF1E9A9}",,269,
"27-7929","HAMPTON INN - BROCKPORT","PRE-OP INSPECTION",2012-11-19 0:00:00,"U","PR","Need C of O from the town.  Conditional temp. C of O issued for 4 weeks.PR",7472,,"HOTEL/MOTEL",,,"{69AE588C-0617-4BA8-9919-008B830A27C3}",,269,
"27-6067","WAYSIDE GARDENS FARMWORKER HOUSING","PARTIAL INSPECTION",2012-11-20 0:00:00,"S","GR",,7473,,"MIGRANT HOUSING",,,"{A7C84056-41C0-40FA-9D5E-2B6F1D89D118}",,269,
"27-1015","MARRIOTT AIRPORT","ANNUAL INSPECTION",2012-11-20 0:00:00,"S","PR","OK pending acceptable alarm and sprinkler reports.PR",7474,,"HOTEL/MOTEL",,,"{ACF8B044-0EE9-460D-B11E-0C70BB10C50D}",,269,
"27-6992","VAN PUTTE FARMWORKER HOUSING","PARTIAL INSPECTION",2012-11-21 0:00:00,"S","GR",,7475,,"MIGRANT HOUSING",,,"{EAA24FC0-188C-42B6-B2E9-7FE4CB1DE7C4}",,269,
"27-0227","SUNSET VALLEY MANUFACTURED HOME COMM.","ANNUAL INSPECTION",2012-11-21 0:00:00,"U","PR",,7476,,"MOBILE HOME PARK",,,"{B74A4EE4-B572-4C8D-8954-936AB89875F1}",,269,
"27DCC30","CHILDREN'S CENTER OF BRIGHTON #1","ANNUAL INSPECTION",2012-11-26 0:00:00,"U","GR",,7477,,"DAY CARE CENTER",,,"{6D441782-CBE6-4D33-BCD6-F04680A7DD09}",,269,
"27DCC31","CHILDREN'S CENTER OF BRIGHTON #2","ANNUAL INSPECTION",2012-11-26 0:00:00,"U","GR",,7478,,"DAY CARE CENTER",,,"{3790345E-0ED7-4B66-8D59-A2DF657B5F6A}",,269,
"27DCC217","PEA PODS CHILD CARE","ANNUAL INSPECTION",2013-01-10 0:00:00,"U","GR","Operator is requesting a variance for the fruit/vegetable prep. Sink. The third bay of the three bay sink must be equipped with an indirect drain. GR",7594,,"DAY CARE CENTER",1,,"{72830463-64EB-4DF1-B70C-8499412C97D7}",,269,
"27DCC145","STORYBOOK #2/MAIDEN LANE","ANNUAL INSPECTION",2013-01-11 0:00:00,"U","GR","Operator requests a variance for the fruit/vegetable prep. Sink. An indirect drain will be installed on the third bay of the three bay sink. GR",7595,,"DAY CARE CENTER",2,,"{DE5CA4DE-EF4D-414B-AB2B-72CC5BA284DD}",,269,
"27dcc252","SUNSHINE VILLAGE DCC","ANNUAL INSPECTION",2013-01-11 0:00:00,"U","PR",,7596,,"DAY CARE CENTER",1,,"{731DCF5A-1408-4689-A4AC-DC8561B461F1}",,269,
"27dcc104","OGDEN RECKERS","ANNUAL INSPECTION",2013-01-11 0:00:00,"U","PR",,7597,,"DAY CARE CENTER",1,,"{1B8E4D86-1AAD-4F74-BDF2-8054EE060605}",,269,
"27dcc127","ROCHESTER CHRISTIAN DAY CARE","ANNUAL INSPECTION",2013-01-14 0:00:00,"U","PR",,7598,,"DAY CARE CENTER",0,,"{6114D075-7ED7-43BD-81A0-595E29113E87}",,269,
"27dcc114","PEARCE 4 KIDS","ANNUAL INSPECTION",2013-01-14 0:00:00,"S","PR",,7599,,"DAY CARE CENTER",0,,"{EFAB8892-FC9D-4491-BF53-EE8B4C579E57}",,269,
"27DCC144","STORYBOOK #1/TOBEY ROAD","ANNUAL INSPECTION",2013-01-14 0:00:00,"U","GR","The operator has requested a variance for the fruit/vegetable prep sink. A third sink bay must be installed, and the third bay will be utilized as the fruit/vegetable prep. Sink. This bay will need an",7600,,"DAY CARE CENTER",1,,"{942F1115-B461-471B-A5ED-E1D3B4C6D15E}",,269,
"27dcc143","STORYBOOK #1 DCC","ANNUAL INSPECTION",2013-01-15 0:00:00,"U","PR",,7601,,"DAY CARE CENTER",0,,"{97BB1B3F-0AB8-485D-80F2-B80FFB44FA8C}",,269,
"27dcc60","HEADSTART - JEFFERSON AVE.","ANNUAL INSPECTION",2013-01-15 0:00:00,"S","PR",,7602,,"DAY CARE CENTER",0,,"{B24BA170-C0AC-4156-AC8F-08A3D6A4D823}",,269,
"27DCC180","THE GODDARD SCHOOL","ANNUAL INSPECTION",2013-01-15 0:00:00,"S","GR","Three bay sink, separate handwash sink, and separate two-bay sink available. All fruits/vegetables (snack) are pre-washed according to the operator. No fruit/vegetable prep sink required at this time.",7603,,"DAY CARE CENTER",0,,"{8DAFF8C8-6BA9-4317-A1ED-57FC4BB35080}",,269,
"27DCC247","OVER THE RAINBOW KIDS PLACE","1ST REINSPECTION",2013-01-15 0:00:00,"S","GR","Operator has provided a stem thermometer capable of checking food temperatures between 0 - 220 degrees. GR",7604,,"DAY CARE CENTER",1,,"{92493294-0103-422A-A4C0-FEE4EAA8A27D}",,269,
"27DCC103","NORTHWEST YMCA FUN CLUB","ANNUAL INSPECTION",2013-01-11 0:00:00,"U","GR","No lead info. In the DCC file
Operator only serves pre-washed fruits/vegetables. No fruit/vegetable prep sink required. Only single-service dishes/utensils used. No three-bay sink required. GR",7605,,"DAY CARE CENTER",3,,"{D78AA303-15D8-4F79-AAF7-0969946C4A6A}",,270,
"27DCC266","IMAGINATION CHILD CARE ACADEMY INC.","ANNUAL INSPECTION",2013-01-15 0:00:00,"S","GR","This facility is bring your own lunch.
No dishes or other items that require washing. No three bay sink required. All fruits and vegetables are pre-washed. No separate fruit/vegetable washing sink re",7606,,"DAY CARE CENTER",1,,"{2F1B1A49-3677-464B-8F65-B58B4B21CAB8}",,270,
"27-5192","MARTIN FARMS MIGRANT LABOR CAMP","ANNUAL INSPECTION",2013-01-15 0:00:00,"U","PR",,7607,,"MIGRANT HOUSING",,,"{C3E084EE-96B8-4D0A-BCCB-31BDDDCE6F60}",,270,
"27DCC204","BUBBLES DAY CARE","ANNUAL INSPECTION",2013-01-16 0:00:00,"U","GR","Operator requests a variance for the fruit/vegetable prep sink. An indirect drain will need to be installed on the third bay. GR",7608,,"DAY CARE CENTER",2,,"{E5C6447A-C620-4336-9A2B-F15B6E436476}",,270,
"27DCC72","JEFFERSON AVE CENTER","ANNUAL INSPECTION",2013-01-16 0:00:00,"U","GR","Food is catered. No need for a three bay sink (all dishes are single serve), or a fruit/vegetable prep sink. All fruits and vegetables are pre-washed from the catering company. GR",7609,,"DAY CARE CENTER",1,,"{CF9FC178-D656-4F4B-A8D6-F4626EBD6C3C}",,270,
"27DCC146","STORYBOOK/PINNACLE RD.","ANNUAL INSPECTION",2013-01-16 0:00:00,"U","GR","This kitchen will require a third sink bay. Operator is requesting a variance for the separate fruit/vegetable prep sink. An indirect drain will need to be installed on the third bay. GR",7610,,"DAY CARE CENTER",1,,"{A5D792CD-B539-4997-A673-06BA609C6069}",,270,
"27dcc104","OGDEN RECKERS","1ST REINSPECTION",2013-01-16 0:00:00,"S","PR",,7611,,"DAY CARE CENTER",0,,"{CD1F3F29-B703-44D3-9FAF-535A84CB573A}",,270,
"27-1003","RED ROOF INN #7042","ANNUAL INSPECTION",2013-01-16 0:00:00,"U","PR",,7612,,"HOTEL/MOTEL",,,"{4B9B91BE-D4FC-4DAF-9544-EBF1FF8D69A4}",,270,
"27dcc85","LAKESIDE CHURCH CHILD DEVELOPMENT","ANNUAL INSPECTION",2013-01-16 0:00:00,"U","PR",,7613,,"DAY CARE CENTER",2,,"{1CCC01A6-2C39-4EDB-8C0D-D4AF13527995}",,270,
"27dcc272","DAYSTAR FOR MEDICALLY FRAGILE CHILDREN","PRE-OP INSPECTION",2013-01-04 0:00:00,"S","PR",,7572,,"DAY CARE CENTER",0,,"{4E66E532-4C40-4C8C-B91E-FBD2C8F7F2C5}",,270,
"27DCC113","PATRICIA CARTER CHILD CARE CENTER","ANNUAL INSPECTION",2013-01-07 0:00:00,"U","GR","Operator requests a variance for the veg. Prep sink. A third bay will need to be installed and an indirect drain will need to be installed as well. GR",7573,,"DAY CARE CENTER",1,,"{68BF67E4-2FC2-4A02-9021-ACDD34AEB40E}",,270,
"27DCC126","ROCHESTER CHILD FIRST NETWORK","ANNUAL INSPECTION",2012-12-03 0:00:00,"U","GR",,7499,,"DAY CARE CENTER",,,"{4A110D42-F7B2-4735-9200-800FE02C67DC}",,270,
"27DCC40","CREATIVE ARTS CENTER","ANNUAL INSPECTION",2012-12-04 0:00:00,"S","GR",,7500,,"DAY CARE CENTER",,,"{82F81BBB-6600-4227-8FE6-DD11E18C7E21}",,270,
"27DCC233","ROCHESTER CHILD FIRST NETWORK","ANNUAL INSPECTION",2012-12-04 0:00:00,"U","GR",,7501,,"DAY CARE CENTER",,,"{88ADF062-0801-462D-A9A8-0A24447B558F}",,270,
"27dcc54","GENERATIONS/ST. JOHN'S","ANNUAL INSPECTION",2012-12-04 0:00:00,"U","PR",,7502,,"DAY CARE CENTER",,,"{61E1AD27-A715-4072-BC78-C9977C50A85C}",,270,
"27dcc36","COMMUNITY CHILD CARE","ANNUAL INSPECTION",2012-12-04 0:00:00,"U","PR",,7503,,"DAY CARE CENTER",,,"{C7A2EDC3-233E-4E0F-866C-779344367EE2}",,270,
"27dcc87","LITTLE HEARTS DCC","ANNUAL INSPECTION",2012-12-04 0:00:00,"U","PR",,7504,,"DAY CARE CENTER",,,"{0596F9B3-E694-44D3-803B-5CCA84C4FB66}",,270,
"27-0898","PENFIELD TRAILER COURT","ANNUAL INSPECTION",2012-12-04 0:00:00,"S","PR",,7505,,"MOBILE HOME PARK",,,"{8A41A5DA-E5BA-45AF-ABCF-E6E46B5FC69F}",,270,
