"FAC.","OPERATION ID","FACILITY_NAME","FACILITY_ADDRESS","FAC_CITY","FAC_ZIP","ACTIVE","OPERATOR_OWNER","PHONE","OPER_ADDRESS","OPER_CITY","OPER_ZIP","CONTACT","EMAIL_1","EMAIL_2","FAC_TYPE","FOOD SERVICE DESCRIPTION","FOOD SERVICE ESTAB","CATERED","BUILDING AGE","LEAD PROGRAM REF DATE","LEAD INSP DATE","LEAD INSPECTION RESULTS","LEAD CLEARANCE DATE","COMMENTS","ANNUAL INSP","ANNUAL S/U","INSPECTOR","1ST REINSP","1ST REINSP S/U","PARTIAL INSP","CAPACITY","PROFIT","FEE","FEE CODE","COMPLAINT_DATE","DATE_ABATED","SERVICE","DATE_TO_BUS","INVOICE DATE","INVOICE .","MCHDNUMBER","OP_KEY","CAT","SUBCAT","STATUS","PHONENO","PRIMARYOP","Customer acct no","2ND REINSP","2ND REINSP S/U","3RD REINSP","3RD REINSP S/U","FOOD PLAN RECEIPT DATE","FOOD PLAN APPROVAL DATE","FOOD PLAN CORRECTIVE ACTIONS","INSPECTOR CONTACT","2ND ANNUAL INSP","2ND ANNUAL S/U","PRE OP INSPECTION","PRE OP S/U","PART 14-1 PERMIT","s_GUID","ACTIVATION DATE","DEACTIVATION DATE","OPERATOR PHONE","TimeUpdated","Gen_COMMENTS","Gen_FOOD PLAN CORRECTIVE ACTIONS","Gen_FOOD SERVICE DESCRIPTION","s_ColLineage","s_Generation","s_Lineage"
"27DCC158",,"VACATION FUN CLUB","1209 BAY RD.","WEBSTER, NY","14580","No","BAYVIEW YMCA","787-8421","1209 BAY ROAD","WEBSTER, NEW YORK","14580","KELLEY BILOW",,,"DAY CARE CENTER","Breakfast- toast, cereal, bagels, milk
Lunch - Bring your own lunch","LOW","No","PRE-1978",,,,,"No lead info. In DCC file
1/31/13- An indirect drain must be installed on the existing fruit/vegetable prep sink. GR",2013-01-31 0:00:00,"S","GR",2013-03-14 0:00:00,"S",,80.00,0,$87.50,"DCC8",,,,2013-04-02 0:00:00,,,158,0,,,,,,,,,,,,,,,,,,,,"{A974F332-979D-4E51-9004-2F33E9AAC81D}",,,,,1533,1533,1533,,1533,
"27DCC159",,"VILLAGE SPORTS SCHOOL AGE","2830 BAIRD RD.","FAIRPORT, NEW YORK","14450","No","GLENN COLLINS","381-0090","48 OLD COUNTRY LANE","FAIRPORT, NEW YORK","14450","GLENN COLLINS",,,"DAY CARE CENTER",,,,,,,,,,,,,,,,55.00,1,$175.00,"DCC3",,,,,,,159,0,,,,,,,,,,,,,,,,,,,,"{CC731D8A-3A5B-4ADA-8C8A-FC0DE4AE6B4B}",,,,,1533,1533,1533,,1533,
"27DCC160","909603","VOLUNTEERS OF AMERICA/LAKE","214 LAKE AVE.","ROCHESTER, NY","14608","Yes","VOLUNTEERS OF AMERICA","647-1344","214 LAKE AVENUE","ROCHESTER, NEW YORK","14608","SEAN TRACEY-HAMILTON","tjverzillo@voaupny.org","rstedman@voaupny.org","DAY CARE CENTER","B-cereal, pop tart, toast, fruit, milk, donut, waffle, pancake, muffin.
L-sloppy joe, turkey and gravey, dirty rice, bar-b-q chix, jamaican beef patty, fruit, veg, roll, rice , noodles, tortilla, macaroni, chix wrap, hamburger, goulash, chix pita, pizza, meatball sub, chix fajita, bar-b-q beans and rice, chix noodle soup, baked fish.","MEDIUM","No","PRE-1978",,,,,"Day Care was closed for the day.


VOA PRE-TEEN SCHOOL AGE DAYCARE (CAPACITY 40) AT SAME FACILITY OPERATES ONLY IN SUMMER WHERE LUNCH IS SERVED.  BOTH OPERATED BY VOA AND SAME KITCHEN EQUIPTMENT USED. VOA PRE-TEEN FACILITY#  27DCC257 IS MERGED WITH 27DCC160. LH",2017-10-19 0:00:00,"S","EC",2016-12-05 0:00:00,"U",,348.00,0,$165.00,"DCC10",,,,2014-04-16 0:00:00,,,160,0,,,,,,,,,,,,,,,2014-10-14 0:00:00,"U",,,,"{A5338F6B-50B6-42A1-8BCC-C36779FDE06C}",,,,,0,1533,1533,,0,
"27DCC162",,"WEBSTER CHILDCARE CENTER","169 E. MAIN ST.","WEBSTER, NY","14580","No","WEBSTER CHILD CARE","265-2400","169 E. MAIN STREET","WEBSTER, NEW YORK","14580","LOUISE PATTERSON",,,"DAY CARE CENTER",,,,,,,,,,,,"PR",,,,46.00,0,$65.00,"DCC7",,,,2011-10-14 0:00:00,,,162,0,,,,,,,,,,,,,,,,,,,,"{08366BD2-9A9E-4050-BCE2-DAB271A5D068}",,,,,1533,1533,1533,,1533,
"27DCC163","909605","WESTSIDE FAMLY YMCA DAYCARE","920 ELMGROVE RD.","ROCHESTER, NY","14624","Yes","MICKEY BEIKIRCH","341-3278","444 EAST MAIN STREET","ROCHESTER, NEW YORK","14604",,,,"DAY CARE CENTER","Catered by Foodlink/Freshwise","MEDIUM","Yes","POST-1978",,,,,"Freshwise currently caters all food to this facility. All food is served on single-service plates and dishes. Plasticware is also employed. All food dishes are sent back to Freshwise to be washed. No three bay sink is required at this time. 
All fruits/vegetables are pre-washed by Freshwise/Foodlink. No separate fruit/vegetable prep. Sink required at this time. GR",2018-01-08 0:00:00,"U","EC",2018-01-22 0:00:00,"S",,106.00,0,$125.00,"DCC9",,,,2014-02-21 0:00:00,,,163,0,,,,,,,,,,,,,,,,,,,,"{73A5A722-D134-468E-A8ED-9B78FACE3B9A}",,,,,0,1533,1533,,0,
"27DCC164","909606","WILSON COMMENCEMENT EARLY LEARNING CENTER","251 JOSEPH AVE.","ROCHESTER, NY","14605","No","WILSON COMMENCEMENT PARK CENTER","263-7930","251 JOSEPH AVENUE","ROCHESTER, NEW YORK","14605","MISSY BROWN",,,"DAY CARE CENTER","Catered by Sarkis","MEDIUM","Yes","POST-1978",,1992-03-23 0:00:00,"NO PB HAZARDS",,"2/8/13- Operator requests a variance for the separate fruit/vegetable prep sink. An indirect drain must be installed, a third sink bay must also be installed. The indirect drain must be installed on the third bay of the three-bay sink. GR


10/15/2015 Daycare is closed. ES",2014-01-14 0:00:00,"S","ES",,,,152.00,0,$165.00,"DCC10",,,,2014-02-21 0:00:00,,,164,0,,,,,,,,,2013-05-15 0:00:00,"S",,,,,,,,,,"{5924B7E4-CE98-4974-B614-C31DB47DE154}",,2015-10-15 0:00:00,,,1564,1533,1533,,1564,
"27DCC165",,"WINTON ROAD NURSERY","220 WINTON RD.","ROCHESTER, NY","14610","No","DONNA PARKER","442-8340","220 WINTON ROAD","ROCHESTER, NEW YORK","14610","DONNA PARKER",,,"DAY CARE CENTER","Bring your own snack","LOW","No","PRE-1978",,,,,"No lead info. In DCC file.
4/20/2015 - OCFS verified that this facility is not liscened by them as a Day Care therefore it does not require a FSE Inspection. LH",2014-02-24 0:00:00,"S","LH",,,,29.00,0,$65.00,"DCC7",,,,2014-04-16 0:00:00,,,165,0,,,,,,,,,,,,,,,,,,,,"{65C1BB32-9D9E-4401-961F-37C449D111EE}",,2015-04-20 0:00:00,"442-8340",,1533,1533,1533,,1533,
"27DCC127","909184","ROCHESTER CHRISTIAN DAY CARE","3177 LYELL RD.","ROCHESTER, NY","14606","Yes","ROCHESTER CHRISTIAN CHURCH","247-4444","3177 LYELL ROAD","ROCHESTER, NEW YORK","14606","Tiffany Elliott","tiffany.elliott@rccm.org","steven@rccm.org","DAY CARE CENTER","Breakfast- Fruit, cereal, milk, toast,pancakes,  croissant, bagel
Lunch- Grilled cheese, bagel pizzas,chicken nuggets, turkey sandwiches, pasta w/meat sauce, burritos, hamburger helper, chicken parm, ham sandwich, veggies, fruit and milk","MEDIUM","No","PRE-1978",,,,,"No lead info. In DCC file

Facility will elect to use either pre-wased fruits/vegs. Or frozen fruit/veg.  If facility changes to fresh in the future, contact this office for pre. Sink.PR",2017-04-10 0:00:00,"U","jg",2016-05-04 0:00:00,"S",,44.00,0,$65.00,"DCC7",,,,2014-04-16 0:00:00,,,572,0,,,,,,,,,,,,,,,2014-10-14 0:00:00,"S",,,,"{CF309B11-BD5E-47B3-918A-2D41397104A0}",,,,,1723,1533,1533,,1723,
"27DCC172",,"KING'S KIDS DAY CARE","654 N. GOODMAN ST.","ROCHESTER, NY","14609","No","HETTIE DESSIE","235-3481","654 N. GOODMAN STREET","ROCHESTER, NEW YORK","14609","HETTIE DESSIE",,,"DAY CARE CENTER",,,,,,,,,,,,,,,,50.00,0,$65.00,"DCC7",,,,,,,575,0,,,,,,,,,,,,,,,,,,,,"{5316D84A-19AC-4E7E-9237-C985FB1ED1C4}",,,,,1533,1533,1533,,1533,
"27DCC173","909582","TLC ADVENTURES IN CHILD CARE","100 STATE ST.","ROCHESTER, NY","14614","Yes","TLC ADVENTURES IN CHILD CARE/THERESA CROCE","263-3103","100 STATE STREET - FEDERAL BUILDING","ROCHESTER, NEW YORK","14614","THERESA CROCE","tlcdowntown@aol.com",,"DAY CARE CENTER","8/5/2015 - Make own meals (no vendor in federal building that was used as catering).  May switch to cater if new vendor goes in Federal building.","MEDIUM","Yes","POST-1978",,,,,"2/13/2013- Stem thermometer provided during my reinspection. Plumbing issues still remain. GR


2/11/13- A stem thermometer not present at the time of the inspection. Operator requests a variance for the separate fruit/vegetable prep sink. An additional sink must be provided to adequately wash, rinse, and sanitize dishes. An indirect drain must be installed on the third bay. GR

5/21/13 TC no time frame for work to be completed.PR

8/5/2015 -  Hand sink outside kitchen in bathroom. Facility has oven yet isn't using it.  TC with Owner.  She will move a hot holding unit to daycare.  LH",2017-09-25 0:00:00,"U","jg",2015-09-15 0:00:00,"U",,93.00,1,$175.00,"DCC3",,,,2014-08-29 0:00:00,,,576,0,,,,,,,2015-10-06 0:00:00,"S",2013-10-15 0:00:00,"S",,,,,2015-10-06 0:00:00,"U",,,,"{FB4D99C0-81C1-41C7-AE92-428E3A06662F}",,,,,0,1533,1533,,0,
"27DCC179",,"PARTNERS IN COMMUNITY DEVELOPMENT/ROCHESTER","501 SENECA MANOR DR.","ROCHESTER, NY","14621","No","PARTNERS IN COMMUNITY","738-2675","45 MAXSON STREET","ROCHESTER, NEW YORK","14609","LEN STATHAM",,,"DAY CARE CENTER","Spoke w/Len Statham @ 9:00 am. The facility is currently CLOSED. It may re-open in January of 2013. I advised Len to call Lee Houston if he intends on re-opening this facility. GR",,"No","PRE-1978",,,,,"No lead info. In the DCC file",2012-09-14 0:00:00,"S","GR",,,,16.00,0,$45.00,"DCC6",,,,2012-10-02 0:00:00,,,583,0,,,,,,0,,,,,,,,,,,,,,"{943B0CE8-A6ED-4DBC-BFD0-71C211869B49}",,,,,1533,1533,1533,,1533,
"27DCC185",,"EASTSIDE FAMILY YMCA","1835 FAIRPORT NINE MILE POINT RD.","PENFIELD, NY","14526","No","EASTSIDE FAMILY YMCA","341-4027","1835 FAIRPORT NINE MILE POINT ROAD","PENFIELD, NEW YORK","14526","PATRICK DUGAN",,,"DAY CARE CENTER","Bring your own lunch. No food service.","LOW","No",,,,,,"No lead info. In the DCC file.
9/15/2015 -  Site visit, attempted to do FSE inspection.  Spoke to Pat Dugan. No longer an OCFS regulated daycare.  They had an afterschool kindergarden program. It ended 3 years ago after Penfield went to full day Kindergarden.  LH",2014-02-28 0:00:00,"S","LH",,,,50.00,0,$45.00,"DCC6",,,,2014-04-16 0:00:00,,,590,0,,,,,,0,,,,,,,,,,,,,,"{04FC9B22-8A88-44D8-B7E5-29158DE28AE5}",,2015-09-15 0:00:00,,,1533,1533,1533,,1533,
"27DCC186","908127","YMCA BAYVIEW-BEFORE SCHOOL","1209 BAY RD.","WEBSTER, NY","14580","Yes","YMCA OF GREATER ROCHESTER - BAYVIEW BRANCH",,"1209 BAY ROAD","WEBSTER, NEW YORK","14580",,"carly.swieringa@rochesterymca.org",,"DAY CARE CENTER","Bring your own lunch.
Breakfast- toast, cereal, milk
Snack-pre packaged snacks, pre washed fresh fruit -from Foodlink.","LOW","No","POST-1978",,,,,"9/23/2015 - Open 6:45-9:00 a.m. for before school Care.  LH

9/23/2015 - Only single service items can be used, facility has 1 bay sink with no way to wash, rinse, sanitize.  Facility does have dishwasher.  LH",2017-10-27 0:00:00,"S","EC",2015-10-15 0:00:00,"U",,80.00,0,$87.50,"DCC8",,,,2014-04-16 0:00:00,,,591,0,,,,,,0,,,2015-12-04 0:00:00,"S",,,,,,,,,,"{572503F2-0960-4346-801C-A2A17C2E97D3}",,,,,0,1533,1559,,0,
"27DCC188",,"PARTNERS IN COMMUNITY DEVELOPMENT/WEBSTER","100 KRIEGER RD.","WEBSTER, NY","14580","No","PARTNERS IN COMMUNITY","738-2675","100 KRIEGER ROAD","WEBSTER, NEW YORK","14580","LEN STATHAR",,,"DAY CARE CENTER",,,,,,,,,,,,,,,,28.00,0,$65.00,"DCC7",,,,,,,592,0,,,,,,0,,,,,,,,,,,,,,"{D9DA85C9-EEF6-4813-B539-B08DD2FCA426}",,,,,1533,1533,1533,,1533,
"27DCC189","908520","DOODLE BUGS CHILD CARE CENTER","979 JACKSON RD.","WEBSTER, NY","14580","Yes","DOODLE BUGS! CHILD CARE CENTERS","872-2300","20 LOSSON DRIVE","BUFFALO, NY","14227",,"elizabeth.vandetti@doodlebugs.com",,"DAY CARE CENTER","Cook and Serve - no cooling and reheating. 
B-egg patty and bread, french toast, cereal, pancakes, waffles, milk.
L-ham and cheese sand., mac and cheese, cheese torellini, cheese pizza, chix nuggets, potatoe pancakes w/ ham, penne w/ sauce, fish sticks, veg., fruit, milk.
S-cereal, cheese cubes and crackers, yogurt, pretzel, fruit, milk.","MEDIUM","No","POST-1978",,,,,"1/24/13- Facility states that all fruits and vegetables are pre-washed. No fruit/vegetable prep sink required at this time. GR",2017-07-19 0:00:00,"S","EC",2015-02-27 0:00:00,"U",,176.00,1,$330.00,"DCC5",,,,2014-06-02 0:00:00,,,593,0,,,,,,0,2015-03-12 0:00:00,"U",,,,,,,2014-10-02 0:00:00,"S",,,,"{FB3E5407-9E77-4C6D-9E68-2504E917703E}",,,,,0,1533,1618,,0,
"27DCC190",,"OOEY GOOEY PLAYSCHOOL","550 LATONA RD. BLDG. E","ROCHESTER, NY","14626","No","TOM & LISA MURPHY","225-8830","550 LATONA ROAD - BLDG. E","ROCHESTER, NEW YORK","14626","TOM MURPHY",,,"DAY CARE CENTER",,,,,,,,,,,,,,,,98.00,1,$175.00,"DCC3",,,,,,,594,0,,,,,,0,,,,,,,,,,,,,,"{FF2AD166-D828-467C-93DA-AB0A2F081A25}",,,,,1533,1533,1533,,1533,
"27DCC191","909620","PARK AVE. DCC EAST","409 MASON RD.","FAIRPORT, NY","14450","Yes","JUDI LUDWIG","223-7210","409 MASON ROAD","FAIRPORT, NEW YORK","14450","JUDI LUDWIG","jludwig2@rochester.rr.com",,"DAY CARE CENTER","L-grilled cheese, turkey bologna sand., mac and cheese, PB&J, pasta w/ meat sauce, veg,. Fruit, milk, chips, bread.
S-cereal, granola bars, toast, muffins, poptarts, juice, cookies, crackers w/ cheese.
No reheating of TCS foods - Medium Risk.","MEDIUM","No","POST-1978",,,,,"3 Bay sink was installed along with a handwash sink.  The 3rd sink has an indirect drain and will be used for washing fruits/vegetables.  There is also a new dishwasher that has a sanitizing cycle. ES


Additional sinks are needed. The proposed plan is to add 2 additional sinks, one for fruit/vegetable wash with an indirect drain/collander and also a hand wash sink. ES",2017-03-21 0:00:00,"U","jg",2016-03-30 0:00:00,"U",,74.00,1,$175.00,"DCC3",,,,2014-06-02 0:00:00,,,595,0,,,,,,0,2013-06-10 0:00:00,"S",,,,,,,2014-10-07 0:00:00,"S",,,,"{A053C9C5-92D1-4E31-91B4-8C9E69F27293}",,,,,1723,1534,1622,,1723,
"27DCC192",,"A CHILD'S LOVE","99 MAIN ST.","SCOTTSVILLE, NY","14546","No","LINDA PODEWILS","259-5570","P.O. BOX 34","SCOTTSVILLE, NEW YORK","14546","LIND PODEWILS",,,"DAY CARE CENTER",,,,,,,,,"2/7/13- Accurate stem thermometer not available at the time of the inspection. GR",2011-10-05 0:00:00,,,,,,44.00,0,$65.00,"DCC7",,,,2011-10-14 0:00:00,,,596,0,,,,,,0,,,,,,,,,,,,,,"{19C2DD39-B30A-437F-8817-A493DE42706B}",,,,,1534,1534,1534,,1534,
"27DCC194","908856","KINDER CARE NORTH PONDS","856 HOLT RD.","WEBSTER, NY","14580","Yes","KNOWLEDGE LEARNING CORPORATION","872-6530","856 HOLT ROAD","WEBSTER, NEW YORK","14580","ANGELIKO STERNOWSKI","301837@klcorp.com",,"DAY CARE CENTER","B-bread, cereal, oatmeal, eng. Muffin, french toast sticks, biscuit, pancake, bagel, waffle, milk.
L-taco mac n cheese, chix rice bowl, chix quesadilla, tuna sand., veg. chili, turkey tacos, fish sticks, spaghetti w/ meat sauce, cheese pizza, veg. pizza, meatloaf, cheeseburger, turkey and cheese sand., milk, fruit, veg., tuna noodle casserole, bean burrito, BBQ sand.
S-yogurt, cottage cheese, fruit, veg., juice, cheese cubes, soy nut butter, cheese crackers, sweet potatoe bread.
12/17/15 Food is cooked and served with no leftovers. Changed to medium risk. Jrg","MEDIUM","No","POST-1978",,,,,"1/24/13- Stem thermometer not available. No fruit/vegetable prep sink required at this time. All fruits and vegetables used by this facility are pre-washed. GR
2/7/13- All violations have been corrected at the time of the reinspection. GR
2/17/15 Click-Sand was being used in the kitchen for counters etc. We asked the cook not to use it until they can get us some information on what is in it. Jrg",2017-10-17 0:00:00,"S","EC",2015-03-12 0:00:00,"S",,140.00,1,$250.00,"DCC4",,,,2014-06-02 0:00:00,,,598,0,,,,,,0,,,,,,,,,2015-12-17 0:00:00,"S",,,,"{A74139F1-3461-49E3-B146-D363DFCB2F46}",,,,,0,1534,1658,,0,
"27DCC193","908833","KINDERIFFIC PARK PLACE DAY CARE","789 PARK AVE.","ROCHESTER, NY","14607","No","MICHELLE RUTH","319-5895","789 PARK AVENUE - Back Building","ROCHESTER, NEW YORK","14607","MICHELLE RUTH","ms-ruth@hotmail.com",,"DAY CARE CENTER","9/14/2015 - Bring your own lunch. Facility provides snacks - fruits/vegetables and breakfast cereals. LH","LOW","No",,,2007-08-09 0:00:00,"PB HAZARDS",2007-11-01 0:00:00,"2013- Operator agrees to purchase/serve  only fruits/vegs that do not require an additional washing step.  Will be purchased either pre-washed or canned/frozen. PR

4/21/2015 - 2015 Invoice returned. TC to Michelle Ruth who verified address was correct.  Resent to the attention of Michelle. LH

11/27/2017 OCFS website said that the daycare license was revoked on 10/31/2017. Elise Cade stopped on 11/21/2017 and 11/27/2017 and the facility was closed on both dates.  Day Care will be deactivated in EHIPS. ES

9/14/2015 - Owner is not purchasing prewashed produce.  Facility only has 1 enamal sink and not hand washing sink.  Facility will install a 3 bay stainless steel sink w/ inidirect drain on sanitizing basin and hand sink in kitchen. LH

10/19/2015 - Very small ""3 bay"" sink put in.  Adequate for washing dishes (must be turned to fit in sinks when sanitizing).  Need air gap on 3rd sink for Food Prep and need separate handsink in kitchen - to be insalled.  LH",2016-10-21 0:00:00,"U","EC",2015-10-19 0:00:00,"U",,23.00,1,$90.00,"DCC1",,,,2014-04-16 0:00:00,,,597,0,,,,,,0,2015-12-23 0:00:00,"S",2015-12-08 0:00:00,"s",,,,,,,,,,"{4E64570F-5293-45C2-BF85-0A0C3A15E2E0}",,2017-11-27 0:00:00,,,0,1534,1534,,0,
"27DCC195","908702","HILTON COMMUNITY DAY CARE","59 HENRY ST.","HILTON, NY","14468","Yes","KIM TURRLINGTON","392-5060","59 HENRY STREET","HILTON, NEW YORK","14468","KIM TURLINGTON","kplayce74@aol.com",,"DAY CARE CENTER","Yes. Breakfast consists of cold cereal, with milk and juice.
Lunch consists of Vegetables, chicken nuggets, fruit cocktail, french fries, pizza muffins, pasta, hot dog, grilled cheese, french toast,sausage,mac & cheese, casserole, bread & butter, Bologna/cheese sandwich, fish sticks, tater tots, salisbury steak w/mashed potatoes, ravioli, salad, chicken noodle soup,pancakes, ham & turkey sandwich.
Snacks - pre-packaged items (animal crackers, doritos, vanilla wafers, etc.)","MEDIUM","No","PRE-1978",,1994-03-03 0:00:00,"PB HAZARDS",1994-03-31 0:00:00,"2/19/13- Accurate stem thermometer provided at the time of the reinspection. The indirect drain must still be installed on the ""sanitizing bay"" of the three bay sink. GR


Lead inspection 6/25/87 - nine metal surfaces were cited as lead paint violations.Lead inspection 3/3/94 - lead violations corrected. Lead inspection 10/12/10 - no lead hazards identified at the facility.

2/6/13- Stem thermometer not available during the inspection. Operator requests a variance for ther separate fruit/vegetable prep sink. An indirect drain must be installed on the third bay of the three bay sink. GR",2017-05-19 0:00:00,"U","jg",2015-09-22 0:00:00,"U",,74.00,1,$250.00,"DCC4",,,,2014-06-02 0:00:00,,,599,0,,,,,,0,,,2013-05-28 0:00:00,"S",,,,,2014-10-14 0:00:00,"S",,,,"{B7C90471-0627-4789-9C92-FF3FDAC09C1E}",,,,,1723,1534,1534,,1723,
"27DCC196",,"GOLD SCHOOL AFTERSCHOOL PROGRAM","1381 E. RIDGE RD.","ROCHESTER, NY","14621","No","SANDRA FLOWERS","266-2650","P.O. BOX 67148","ROCHESTER, NEW YORK","14617",,,,"DAY CARE CENTER",,,,,,,,,,,,,,,,10.00,1,$45.00,"DCC6",,,,,,,600,0,,,,,,0,,,,,,,,,,,,,,"{A34F61E9-7469-447A-A508-031F6549BDA2}",,,,,1534,1534,1534,,1534,
"27DCC197",,"GENERATIONS CHILD CARE/GRAVEL RD.","1085 GRAVEL RD.","WEBSTER, NY","14580","No","GENERATIONS CHILD CARE INC.","671-0300","179 STENSON STREET","ROCHESTER, NEW YORK","14606","KATHY A. LeFROIS","amy.sturn@generations-care.com",,"DAY CARE CENTER","B-oatmeal, muffin, eng. Muffin w/ jelly, bagel w/ cream cheese, waffle, french toast sticks, cereal, pancakes, scrambled eggs, milk, fruit.
L-homemade mac and cheese, pasta w/ meat sauce, ham and cheese, chix and cheese rice casserole, breaded cod, chix breast strips, egg salad, turkey w/ gravey, spaghetti w/ meatballs, eng. Muffin cheese pizza, grilled cheese, tuna sand., breaded chix breast on a roll, ham and scalloped potatoes, baked ziti w/ meatballs, turkey and cheese sand., eng. Muffin pepp. Pizza, 
S-pretzel, humus w/ veg., ants on a log, yogurt w/granola, fruit salad, crackers, water, trail mix, animal crackers, wheat thins, goldfish, graham crackers, oatmeal raisin cookies, choc. Chip cookies.","HIGH","No","POST-1978",,,,,"Raw over RTE-corrected.PR


1/24/13- Operator requests a variance for the fruit/vegetable prep sink. The third bay of the three bay sink will require an indirect drain. GR

7/21/2015 - Facility closed at the end of June.  Information obtained from Director at Generation Daycare on Highland Ave. Verified as not active on OCFS website. LH",2015-02-25 0:00:00,"U","LH",2015-03-12 0:00:00,"S",,68.00,1,$175.00,"DCC3",,,,2014-06-02 0:00:00,,,601,0,,,,,,0,,,,,,,,,2014-10-06 0:00:00,"U",,,,"{470B7883-CF30-4EBE-B93C-460DE8EBC74C}",,2015-07-21 0:00:00,,,1534,1534,1534,,1534,
"27DCC198",,"TUCK THE BABY DCC","1733 NORTON ST. BLDG. 718","ROCHESTER, NY","14609","No","YOLANDA & LORENZO THOMAS","340-6948","641 SHORECLIFF DRIVE","ROCHESTER, NEW YORK","14612","LORENZO THOMAS",,,"DAY CARE CENTER",,,,"PRE-1978",,,,,,2012-04-09 0:00:00,"S","GR",2011-05-06 0:00:00,"S",,40.00,1,$130.00,"DCC2",,,,2012-04-09 0:00:00,,,602,0,,,,,,0,,,,,,,,,,,,,,"{B0E97497-1B59-4AD6-B59B-1CD3DCEACF45}",,,,,1534,1534,1534,,1534,
"27DCC199",,"IBERO EXTENDED DAYCARE AT EMHCS","1069 JOSEPH AVE.","ROCHESTER, NY","14621","No","IBERO AMERICAN ACTION LEAGUE","697-7115","911 EAST MAIN STREET","ROCHESTER, NEW YORK","14605","AIDA VERAS",,,"DAY CARE CENTER",,,,"PRE-1978",,,,,,2012-03-20 0:00:00,"S","PR",,,,200.00,0,$165.00,"DCC10",,,,2012-04-09 0:00:00,,,603,0,,,,,,0,,,,,,,,,,,,,,"{40DE5006-9969-4632-8A57-12E9E9D3F7C1}",,,,,1534,1534,1534,,1534,
"27DCC180","909576","THE GODDARD SCHOOL","131 SULLY'S TRAIL","PITTSFORD, NY","14534","Yes","THE GODDARD SCHOOL","381-0160","131 SULLEY'S TRAIL","PITTSFORD, NEW YORK","14534","LISA KEENAN","PittsfordNY@Goddardschools.com",,"DAY CARE CENTER","Bring your own Lunch. Snacks ONLY provided","LOW","No","POST-1978",,,,,"Three bay sink, separate handwash sink, and separate two-bay sink available. All fruits/vegetables (snack) are pre-washed according to the operator. No fruit/vegetable prep sink required at this time. GR

7/6/2015 -Facility purchased by new owner in 2/2015.  LH",2017-10-18 0:00:00,"S","EC",2015-09-09 0:00:00,"S",,133.00,1,$250.00,"DCC4",,,,2014-02-21 0:00:00,,,585,0,,,,,,0,,,,,,,,,,,,,,"{55AE7B2F-3C3F-4B06-BF8E-862691D02570}",,,"381-0160",,0,1534,1534,,0,
